1,ua_29_1,1.0,Тваринне походження, сприйнятливе до трансмісивних губчастоподібних енцефалопатій (ТГЕ),1,SubstanceOrigin
2,ua_29_2,1.0,Інше тваринне походження,1,SubstanceOrigin
3,ua_29_3,1.0,Людське походження,1,SubstanceOrigin
