109172,"UA/4972/01/01","package/70599","2016-07-19","2116-07-19"
109171,"UA/4972/01/01","package/70598","2016-07-19","2116-07-19"
109164,"UA/4972/01/01","package/70592","2016-07-19","2116-07-19"
109163,"UA/4972/01/01","package/70591","2016-07-19","2116-07-19"
109147,"UA/3771/01/01","package/70580","2020-10-23","2120-10-23"
109146,"UA/3771/01/01","product/38126","2020-10-23","2120-10-23"
109091,"UA/6993/01/01","package/70535","2017-05-19","2117-05-19"
109042,"UA/15311/01/01","package/70494","2021-04-28","2121-04-28"
109041,"UA/15311/01/01","package/70493","2021-04-28","2121-04-28"
109040,"UA/15311/01/01","package/70492","2021-04-28","2121-04-28"
109039,"UA/15311/01/01","package/70491","2021-04-28","2121-04-28"
109038,"UA/15311/01/01","package/70490","2021-04-28","2121-04-28"
109037,"UA/15311/01/01","product/38107","2021-04-28","2121-04-28"
108958,"UA/13080/01/01","package/70440","2019-08-30","2119-08-30"
108957,"UA/13080/01/01","package/70439","2019-08-30","2119-08-30"
108956,"UA/13080/01/01","package/70438","2019-08-30","2119-08-30"
108955,"UA/13080/01/01","package/70437","2019-08-30","2119-08-30"
108954,"UA/13080/01/01","package/70436","2019-08-30","2119-08-30"
108953,"UA/13080/01/01","package/70435","2019-08-30","2119-08-30"
108952,"UA/13080/01/01","package/70434","2019-08-30","2119-08-30"
108951,"UA/13080/01/01","package/70433","2019-08-30","2119-08-30"
108950,"UA/13080/01/01","package/70432","2019-08-30","2119-08-30"
108929,"UA/13080/01/01","package/70412","2019-08-30","2119-08-30"
108928,"UA/13080/01/01","package/70411","2019-08-30","2119-08-30"
108927,"UA/13080/01/01","package/70410","2019-08-30","2119-08-30"
108926,"UA/13080/01/01","package/70409","2019-08-30","2119-08-30"
108925,"UA/13080/01/01","package/70408","2019-08-30","2119-08-30"
108924,"UA/13080/01/01","package/70407","2019-08-30","2119-08-30"
108923,"UA/13080/01/01","package/70406","2019-08-30","2119-08-30"
108922,"UA/13080/01/01","package/70405","2019-08-30","2119-08-30"
108921,"UA/13080/01/01","package/70404","2019-08-30","2119-08-30"
108913,"UA/20271/01/01","package/70397","2023-11-14","2028-11-14"
108912,"UA/20271/01/01","package/70396","2023-11-14","2028-11-14"
108911,"UA/20271/01/01","product/38075","2023-11-14","2028-11-14"
108896,"UA/4660/01/01","package/70386","2016-12-22","2116-12-22"
108895,"UA/4660/01/01","package/70385","2016-12-22","2116-12-22"
108879,"UA/19990/01/01","package/70373","2023-04-11","2028-04-11"
108878,"UA/15261/01/01","package/70372","2021-09-15","2121-09-15"
108852,"UA/16711/02/01","package/70356","2023-02-10","2123-02-10"
108851,"UA/16711/02/01","package/70355","2023-02-10","2123-02-10"
108850,"UA/16711/02/01","package/70354","2023-02-10","2123-02-10"
108849,"UA/16711/02/01","package/70353","2023-02-10","2123-02-10"
108838,"UA/14473/01/01","package/70347","2020-07-15","2120-07-15"
108837,"UA/20580/01/01","package/70346","2024-09-05","2029-09-05"
108836,"UA/20580/01/01","package/70345","2024-09-05","2029-09-05"
108835,"UA/20580/01/01","package/70344","2024-09-05","2029-09-05"
108825,"UA/15013/01/01","package/70336","2021-08-06","2121-08-06"
108824,"UA/15013/01/01","package/70335","2021-08-06","2121-08-06"
108823,"UA/15013/01/01","package/70334","2021-08-06","2121-08-06"
108822,"UA/15013/01/01","package/70333","2021-08-06","2121-08-06"
108821,"UA/15013/01/01","package/70332","2021-08-06","2121-08-06"
108820,"UA/15013/01/01","package/70331","2021-08-06","2121-08-06"
108819,"UA/15013/01/01","package/70330","2021-08-06","2121-08-06"
