493537,null,"*шипшини плоди","/53441,/UA-000000000-000013300"
493512,"100000137680","ESCHERICHIA COLI ШТАМ NISSLE 1917","/43054,/UA-000000000-000008365"
493496,"100000086036","Аскорбінова кислота","/52605,/71115,/UA-000000000-000012878"
493495,"100000090270","Парацетамол","/52605,/71115,/UA-000000000-000012878"
493494,"100000090467","Феніраміну малеат","/52605,/71115,/UA-000000000-000012878"
493493,"100000090176","Фенілефрину гідрохлорид","/52605,/71115,/UA-000000000-000012878"
493464,"100000091092","Тіаміну гідрохлорид","/47967,/UA-000000000-000010734"
493463,"100000090581","РЕТИНОЛУ АЦЕТАТ","/47967,/UA-000000000-000010734"
493462,"100000089010","Рибофлавін","/47967,/UA-000000000-000010734"
493383,"100000086036","Аскорбінова кислота","/52603,/71103,/UA-000000000-000012877"
493382,"100000090176","Фенілефрину гідрохлорид","/52603,/71103,/UA-000000000-000012877"
493381,"100000090467","Феніраміну малеат","/52603,/71103,/UA-000000000-000012877"
493380,"100000090270","Парацетамол","/52603,/71103,/UA-000000000-000012877"
493320,"100000086036","Аскорбінова кислота","/52601,/71093,/UA-000000000-000012876"
493319,"100000090467","Феніраміну малеат","/52601,/71093,/UA-000000000-000012876"
493318,"100000090176","Фенілефрину гідрохлорид","/52601,/71093,/UA-000000000-000012876"
493317,"100000090270","Парацетамол","/52601,/71093,/UA-000000000-000012876"
493293,"100000128155","НАСІННЯ ФЕНХЕЛЮ","/52846,/UA-000000000-000013022"
493267,null,"*берези бруньки","/47198,/UA-000000000-000010418"
493242,"100000086036","Аскорбінова кислота","/71082,/52599,/UA-000000000-000012875"
493241,"100000090467","Феніраміну малеат","/71082,/52599,/UA-000000000-000012875"
493240,"100000090270","Парацетамол","/71082,/52599,/UA-000000000-000012875"
493239,"100000089739","Дифтерійний анатоксин","/70584,/UA-000000000-000001221"
493238,"100000089739","Дифтерійний анатоксин","/29423,/UA-000000000-000001221"
493213,"100000076148","`Апельсин` ароматизатор","/46924,/UA-000000000-000010282"
493212,"100000086036","Аскорбінова кислота","/46924,/UA-000000000-000010282"
493210,"100000086036","Аскорбінова кислота","/52597,/71077,/UA-000000000-000012874"
493209,"100000090467","Феніраміну малеат","/52597,/71077,/UA-000000000-000012874"
493208,"100000090270","Парацетамол","/52597,/71077,/UA-000000000-000012874"
493200,"100000090239","ПОЛІМІКСИНУ В СУЛЬФАТ","/60086,/71073,/UA-000000000-000001498"
493199,"100000090029","НЕОМІЦИНУ СУЛЬФАТ","/60086,/71073,/UA-000000000-000001498"
493198,"100000092801","Формальдегід","/60086,/71073,/UA-000000000-000001498"
493118,null,"*мікст-алерген побутовий № 5 (із домашнього пилу, збагаченого dermatophagoides pteronyssinus; домашнього пилу, збагаченого dermatophagoides farinaе; домашнього пилу, збагаченого acarus siro; пір’я подушок)","/43254,/UA-000000000-000008420"
493117,null,"*мікст-алерген побутовий № 5 (із домашнього пилу, збагаченого dermatophagoides pteronyssinus; домашнього пилу, збагаченого dermatophagoides farinaе; домашнього пилу, збагаченого acarus siro; пір’я подушок)","/71065,/UA-000000000-000008420"
493116,null,"*мікст-алерген побутовий № 5 (із домашнього пилу, збагаченого dermatophagoides pteronyssinus; домашнього пилу, збагаченого dermatophagoides farinaе; домашнього пилу, збагаченого acarus siro; пір’я подушок)","/43253,/UA-000000000-000008420"
493115,null,"*мікст-алерген побутовий № 5 (із домашнього пилу, збагаченого dermatophagoides pteronyssinus; домашнього пилу, збагаченого dermatophagoides farinaе; домашнього пилу, збагаченого acarus siro; пір’я подушок)","/43251,/UA-000000000-000008420"
493114,null,"*мікст-алерген побутовий № 5 (із домашнього пилу, збагаченого dermatophagoides pteronyssinus; домашнього пилу, збагаченого dermatophagoides farinaе; домашнього пилу, збагаченого acarus siro; пір’я подушок)","/43250,/UA-000000000-000008420"
493113,null,"*мікст-алерген побутовий № 5 (із домашнього пилу, збагаченого dermatophagoides pteronyssinus; домашнього пилу, збагаченого dermatophagoides farinaе; домашнього пилу, збагаченого acarus siro; пір’я подушок)","/43249,/UA-000000000-000008420"
493004,"100000090176","Фенілефрину гідрохлорид","/52607,/71055,/UA-000000000-000012879"
493003,"100000086036","Аскорбінова кислота","/52607,/71055,/UA-000000000-000012879"
493002,"100000090467","Феніраміну малеат","/52607,/71055,/UA-000000000-000012879"
493001,"100000090270","Парацетамол","/52607,/71055,/UA-000000000-000012879"
492999,"100000078023","Вода для ін'єкцій","/42104,/UA-000000000-000007828"
492987,"100000078023","Вода для ін'єкцій","/42102,/UA-000000000-000007827"
492926,"100000086036","Аскорбінова кислота","/46921,/71038,/71039,/UA-000000000-000010281"
492808,"100000090662","LEONURI HERBA","/51732,/UA-000000000-000012477"
492798,"100000090500","Кисень","/41934,/UA-000000000-000007780"
492793,"100000078725","Індигокармін","/51228,/70930,/70931,/70932,/UA-000000000-000012259"
492792,"100000090149","ПОНСО 4R (PONCEAU 4R) (E124)","/51228,/70930,/70931,/70932,/UA-000000000-000012259"
492791,"100000135889","Натрію лаурилсульфат","/51228,/70930,/70931,/70932,/UA-000000000-000012259"
492790,"100000079337","Гідрокарбонат натрію","/51228,/70930,/70931,/70932,/UA-000000000-000012259"
492789,null,"*кремнію діоксид колоїдний зневоднений","/51228,/70930,/70931,/70932,/UA-000000000-000012259"
492788,"100000093152","Кармін","/51228,/70930,/70931,/70932,/UA-000000000-000012259"
492787,"100000079032","Триетилцитрат","/51228,/70930,/70931,/70932,/UA-000000000-000012259"
492742,"100000079299","Пропілпарагідроксибензоат","/70128,/UA-000000000-000006723"
492741,"100000088519","Метилу парагідроксибензоат","/70128,/UA-000000000-000006723"
492740,null,"*маніт","/70128,/UA-000000000-000006723"
492739,"100000079299","Пропілпарагідроксибензоат","/70127,/UA-000000000-000006723"
492738,"100000088519","Метилу парагідроксибензоат","/70126,/UA-000000000-000006723"
492737,"100000088519","Метилу парагідроксибензоат","/70127,/UA-000000000-000006723"
492736,null,"*маніт","/70127,/UA-000000000-000006723"
492735,"100000079299","Пропілпарагідроксибензоат","/70126,/UA-000000000-000006723"
492734,null,"*маніт","/70126,/UA-000000000-000006723"
492689,"100000085825","Вода","/39562,/UA-000000000-000006627"
492628,null,"*екстракт фіалки запашної листя та квітів густий (viola odorata) (1:5) (екстрагент вода)","/49555,/70893,/UA-000000000-000011420"
492627,null,"*екстракт адхатоди судинної листя густий (adhatoda vasica) (1:5) (екстрагент вода)","/49555,/70893,/UA-000000000-000011420"
492626,null,"*екстракт солодки голої коріння та кореневищ густий (glycyrrhiza glabra) (1:5) (екстрагент вода)","/49555,/70893,/UA-000000000-000011420"
492625,null,"*екстракт валеріани лікарської коріння та кореневищ густий (valeriana officinalis) (1:5) (екстрагент вода)","/49555,/70893,/UA-000000000-000011420"
492624,null,"*екстракт евкаліпта шаровидного листя густий (eucalyptus globulus) (1:5) (екстрагент вода)","/49555,/70893,/UA-000000000-000011420"
492623,null,"*екстракт фенхеля звичайного плодів густий (foniculum vulgare) (1:5) (екстрагент вода)","/49555,/70893,/UA-000000000-000011420"
492622,null,"*екстракт чаю китайського листя густий (thea sinensis) (1:5) (екстрагент вода)","/49555,/70893,/UA-000000000-000011420"
492621,null,"*екстракт верби білої кори густий (salix alba) (1:5) (екстрагент вода)","/49555,/70893,/UA-000000000-000011420"
492617,"100000090500","Кисень","/54140,/70879,/70880,/70881,/70882,/70883,/70884,/70885,/70886,/70887,/70888,/70889,/70890,/70891,/UA-000000000-000007781"
492581,"100000077287","TUSSILAGO FARFARA","/50542,/UA-000000000-000011894"
492580,"100000077287","TUSSILAGO FARFARA","/50541,/UA-000000000-000011894"
492575,null,"*екстракт чаю китайського листя густий (thea sinensis) (1:5) (екстрагент вода)","/49554,/UA-000000000-000011419"
492574,null,"*екстракт солодки голої коріння та кореневищ густий (glycyrrhiza glabra) (1:5) (екстрагент вода)","/49554,/UA-000000000-000011419"
492573,null,"*екстракт фіалки запашної листя та квітів густий (viola odorata) (1:5) (екстрагент вода)","/49554,/UA-000000000-000011419"
